CAMIS,DBA,CUISINE DESCRIPTION,Latitude, Longitude,AVG_SCORE,AVG_GRADE,ADDRESS,BORO,ZIPCODE,PHONE
40376290,KING'S ARMS RESTAURANT,American,40.63043625,-74.10698897,3.00,A,500 FOREST AVENUE Staten Island 10310,Staten Island,10310,7184480326
40376493,THE WATER CLUB,Seafood,40.74089419,-73.97248741,3.00,A,500 EAST   30 STREET Manhattan 10016,Manhattan,10016,2126833333
40376495,MARCO POLO RISTORANTE,Italian,40.68228287,-73.99592218,3.00,A,345 COURT STREET Brooklyn 11231,Brooklyn,11231,7188525015
40376718,PJ BERNSTEIN DELI & RESTAURANT,Sandwiches,40.76861307,-73.96140347,3.00,A,1215 THIRD AVENUE Manhattan 10021,Manhattan,10021,2128790914
40376735,PJ CARNEY'S,Irish,40.76573855,-73.9798849,3.00,A,906 7 AVENUE Manhattan 10019,Manhattan,10019,2126640056
40377124,JP'S RESTAURANT,Seafood,40.85725113,-73.79041547,2.00,B+,703 MINNIEFORD AVENUE Bronx 10464,Bronx,10464,7188853364
40377243,JOHN & JOE PIZZERIA & RESTAURANT,Pizza,40.85446555,-73.865892,1.00,C,749 LYDIG AVENUE Bronx 10462,Bronx,10462,7184099776
40377294,MCDONALD'S,Hamburgers,40.7017391,-73.88083222,3.00,A,7002 COOPER AVENUE Queens 11385,Queens,11385,7184970722
40377325,JACKSON HOLE,Hamburgers,40.74622292,-73.97773987,3.00,A,521 THIRD AVENUE Manhattan 10016,Manhattan,10016,2126793264
40377385,NAPOLI PIZZA,Pizza,40.73307344,-73.8047535,3.00,A,16402 69 AVENUE Queens 11365,Queens,11365,7183801172
40377506,VESUVIO RESTAURANT & PIZZA,Pizza,40.63271448,-74.02726606,3.00,A,7303 3 AVENUE Brooklyn 11209,Brooklyn,11209,7187450222
40377560,HOT POT,Caribbean,40.67662651,-73.74199059,3.00,A,22813 MERRICK BOULEVARD Queens 11413,Queens,11413,7185253201
40377630,JOHNS CAFE & RESTAURANT,American,40.75102757,-73.97133909,3.00,A,823 SECOND AVENUE Manhattan 10017,Manhattan,10017,2128674955
40377789,CAFE LUXEMBOURG,French,40.77746465,-73.98301541,3.00,A,200 WEST   70 STREET Manhattan 10023,Manhattan,10023,2128737411
40378190,NARITA JAPANESE RESTAURANT,Japanese,40.72098186,-73.84561273,3.00,A,10708 70 ROAD Queens 11375,Queens,11375,7182632999
40378212,CUCHIFRITO,Spanish,40.79828609,-73.94086392,2.20,B+,168 EAST  116 STREET Manhattan 10029,Manhattan,10029,2128764846
40378571,IL CANTINORI RESTAURAUNT,Italian,40.73240224,-73.99307222,3.00,A,32 EAST   10 STREET Manhattan 10003,Manhattan,10003,2126736044
40378579,ANDREW'S NYC DINER,American,40.75174161,-73.99005646,3.00,A,463 7 AVENUE Manhattan 10018,Manhattan,10018,2126951962
40378827,KOSHER HUT OF BROOKLYN,Jewish/Kosher,40.60619789,-73.96543763,2.00,B+,709 KINGS HIGHWAY Brooklyn 11223,Brooklyn,11223,7183768996
40379026,FLAMINGO,Latin American,40.74793365,-73.88091529,2.00,B+,8512 ROOSEVELT AVENUE Queens 11372,Queens,11372,7186061633
40379149,MONTE'S TRATTORIA,Italian,40.72944359,-74.00096335,2.33,B+,97 MACDOUGAL STREET Manhattan 10012,Manhattan,10012,2126749456
40379566,LONDON LENNIES,Seafood,40.72219743,-73.8672451,3.00,A,6388 WOODHAVEN BOULEVARD Queens 11374,Queens,11374,7188948084
40379580,COOPER TOWN DINER,American,40.73475296,-73.97994841,3.00,A,339 1 AVENUE Manhattan 10003,Manhattan,10003,2126779287
40379628,HASAKI RESTAURANT,Japanese,0,0,3.00,A,210 EAST 9 TH STREET Manhattan ,Manhattan,,2124733327
40379662,MEZZALUNA,Italian,40.77128305,-73.95946678,3.00,A,1295 THIRD AVENUE Manhattan 10021,Manhattan,10021,2125359600
40379890,O'HARA'S,American,40.70963664,-74.01271101,3.00,A,120 CEDAR STREET Manhattan 10006,Manhattan,10006,2122673032
40379920,E.A.T. CAFE,American,40.77737158,-73.96136588,2.80,A,1064 MADISON AVENUE Manhattan 10028,Manhattan,10028,2127720022
40380164,CUCHIFRITOS,Spanish,0,0,1.78,B-,158 E. 188 TH ST Bronx ,Bronx,,7183674500
40380182,CLUB 101,American,40.75098522,-73.97848538,3.00,A,101 PARK AVENUE Manhattan 10178,Manhattan,10178,2128180263
40380457,ARRIBA ARRIBA,Mexican,40.76419718,-73.98841568,2.50,A,762 9 AVENUE Manhattan 10019,Manhattan,10019,2124890810
40380464,GEIDO RESTAURANT,Japanese,40.67779203,-73.97289931,3.00,A,331 FLATBUSH AVENUE Brooklyn 11217,Brooklyn,11217,7186388866
40380517,BARNEY GREENGRASS,Jewish/Kosher,40.78782461,-73.9748947,3.00,A,541 AMSTERDAM AVENUE Manhattan 10024,Manhattan,10024,2127244707
40380520,ANNAM BRAHAM RESTAURANT,Indian,40.71335811,-73.80177422,3.00,A,8443 164 STREET Queens 11432,Queens,11432,7185232600
40380592,MONTERO BAR & GRILL,American,40.69124736,-73.99798786,3.00,A,73 ATLANTIC AVENUE Brooklyn 11201,Brooklyn,11201,6467294129
40380628,PISA PIZZERIA,Pizza,40.7013129,-73.88825524,3.00,A,6568 MYRTLE AVENUE Queens 11385,Queens,11385,7183816368
40380657,PETE'S CLAM STOP,American,40.57552867,-73.98185025,3.00,A,1320 SURF AVENUE Brooklyn 11224,Brooklyn,11224,9177501299
40380660,BURRITO LOCO,Tex-Mex,40.73201268,-74.00140359,3.00,A,166 WEST    4 STREET Manhattan 10014,Manhattan,10014,2126751977
40380826,FIT CAFETERIA (BUILDING A ),American,40.74711976,-73.99499068,3.00,A,227 WEST   27 STREET Manhattan 10001,Manhattan,10001,2122175770
40380996,SMILING PIZZA,Pizza,40.66706165,-73.98141432,3.00,A,323 7 AVENUE Brooklyn 11215,Brooklyn,11215,7187882137
40381551,CLARK'S RESTAURANT,American,40.69751075,-73.99325978,3.00,A,80 CLARK STREET Brooklyn 11201,Brooklyn,11201,7188555484
40381595,PIETROS,Italian,40.75106917,-73.97311481,3.00,A,232 EAST   43 STREET Manhattan 10017,Manhattan,10017,2126829760
40381720,MISS LILY'S 7A,Caribbean,40.72596206,-73.98360945,3.00,A,109 AVENUE A Manhattan 10009,Manhattan,10009,2128121482
40382652,TOMMY'S PIZZA,Pizza,40.81955991,-73.81753076,3.00,A,4033 EAST TREMONT AVENUE Bronx 10465,Bronx,10465,7188292828
40382802,PARNELL'S PUB,Irish,40.7562384,-73.96595866,3.00,A,350 EAST   53 STREET Manhattan 10022,Manhattan,10022,2127531761
40383003,COBBLESTONE PUB,American,40.71531199,-73.83250978,3.00,A,11718 QUEENS BOULEVARD Queens 11375,Queens,11375,7182639754
40383067,RUSSIAN TURKISH BATHS,Russian,40.72834449,-73.98345372,3.00,A,268 EAST   10 STREET Manhattan 10009,Manhattan,10009,2125450665
40383281,GABY'S PIZZA,Pizza,40.72042481,-73.76089006,3.00,A,20423 HILLSIDE AVENUE Queens 11423,Queens,11423,7187409716
40383464,LE BERNARDIN,French,40.76132806,-73.98187523,3.00,A,155 WEST   51 STREET Manhattan 10019,Manhattan,10019,2125541515
40383511,BRANDY'S PIANO BAR,American,40.77713558,-73.95406166,3.00,A,235 EAST   84 STREET Manhattan 10028,Manhattan,10028,2127444949
40383609,REAL MADRID RESTAURANT,Spanish,40.62628974,-74.15836786,3.00,A,2073 FOREST AVENUE Staten Island 10303,Staten Island,10303,7184477885
40383737,CANLON'S RESTAURANT,Italian,40.56512856,-74.12670451,3.00,A,1825 NORTH RAILROAD AVENUE Staten Island 10306,Staten Island,10306,7186673013
40383819,LAST STOP (AI & JI) RESTAURANT,American,40.88969981,-73.89816202,3.00,A,5977 BROADWAY Bronx 10471,Bronx,10471,3474496679
40383825,RUSSIAN SAMOVAR,Russian,40.76310426,-73.9841923,3.00,A,256 WEST   52 STREET Manhattan 10019,Manhattan,10019,2127570168
40384036,MCDONALD'S,Hamburgers,40.65766982,-73.88993248,3.00,A,819 PENNSYLVANIA AVENUE Brooklyn 11207,Brooklyn,11207,7182723362
40384188,LA MELA RESTAURANT,Italian,40.71991098,-73.99707789,3.00,A,167 MULBERRY STREET Manhattan 10013,Manhattan,10013,2124319493
40384340,FRIEND OF A FARMER,American,40.73690034,-73.98664868,2.00,B+,77 IRVING PLACE Manhattan 10003,Manhattan,10003,2124772188
40384458,DREAM PIZZA,Pizza,40.75034006,-73.87011225,3.00,A,3767 JUNCTION BOULEVARD Queens 11368,Queens,11368,7189431599
40384528,VESELKA RESTAURANT,Eastern European,40.72908607,-73.98730331,2.33,B+,144 SECOND AVENUE Manhattan 10003,Manhattan,10003,2122289682
40384575,WHITE CASTLE,Hamburgers,40.65585423,-73.88859837,3.00,A,900 PENNSYLVANIA AVENUE Brooklyn 11207,Brooklyn,11207,7182721664
40384662,J & R PIZZA,Pizza,40.61035512,-73.95438577,3.00,A,1916 KINGS HIGHWAY Brooklyn 11229,Brooklyn,11229,7189986627
40384671,CHEZ JOSEPHINE,French,40.75870531,-73.99332576,1.33,C,414 WEST   42 STREET Manhattan 10036,Manhattan,10036,2125941925
40384920,VICTORY SWEET SHOP,Bakery Products/Desserts,40.77350728,-73.90523636,3.00,A,2169 STEINWAY STREET Queens 11105,Queens,11105,7182742087
40385057,CAPPUCCINO CAFE,American,40.62979923,-74.02845734,3.00,A,7721 3 AVENUE Brooklyn 11209,Brooklyn,11209,7182388700
40385157,PANGEA,Mediterranean,40.73057635,-73.98621698,3.00,A,178 2 AVENUE Manhattan 10003,Manhattan,10003,2129950900
40385161,AUTOMATIC SLIM'S,American,40.73629971,-74.00829218,3.00,A,733 WASHINGTON STREET Manhattan 10014,Manhattan,10014,2126458660
40385580,LATTANZI,Italian,40.76048637,-73.98956061,2.83,A,361 WEST   46 STREET Manhattan 10036,Manhattan,10036,2123150980
40385584,PIZZA GARDEN,Pizza,40.75804875,-73.79567039,3.00,A,17101 NORTHERN BOULEVARD Queens 11358,Queens,11358,7184615151
40385587,ISLAND,Seafood,40.78495333,-73.95580762,3.00,A,1305 MADISON AVENUE Manhattan 10128,Manhattan,10128,2129961200
40385680,EASTWOOD MANOR,American,40.87646993,-73.84606753,3.00,A,3371 EASTCHESTER ROAD Bronx 10469,Bronx,10469,7186544200
40385774,PARK PLAZA RESTAURANT,American,40.69784549,-73.99143494,1.75,B-,220 CADMAN PLAZA WEST Brooklyn 11201,Brooklyn,11201,7185965900
40385852,SAM'S PLACE,Italian,40.74942869,-73.97720103,2.00,B+,132 EAST   39 STREET Manhattan 10016,Manhattan,10016,2125996360
40385873,RAY'S PIZZA,Pizza,40.76324661,-73.98167255,3.00,A,829-831 7 AVENUE Manhattan 10019,Manhattan,10019,2129749381
40385885,HUNTER'S STEAK & ALE HOUSE,Steakhouse,40.61656874,-74.03090459,2.67,A,9404 FOURTH AVENUE Brooklyn 11209,Brooklyn,11209,7182388899
40385955,LJUBO'S PIZZERIA,Pizza,40.84043333,-73.84331417,3.00,A,15 WESTCHESTER SQUARE Bronx 10461,Bronx,10461,7188630874
40386001,PRIMOLA RESTAURANT,Italian,40.76393069,-73.96190436,3.00,A,1226 SECOND AVENUE Manhattan 10065,Manhattan,10065,2127581775
40386058,ARIRANG HIBACHI STEAK HOUSE,Japanese,40.54937183,-74.15068239,3.00,A,23 NELSON AVENUE Staten Island 10308,Staten Island,10308,7189669600
40386067,COUNTRY DONUTS,Donuts,40.54522167,-74.16078,3.00,A,4357 AMBOY ROAD Staten Island 10312,Staten Island,10312,7183560884
40386147,JACK'S FIRE DEPARTMENT,American,40.7472705,-73.9242068,3.00,A,3946 SKILLMAN AVENUE Queens 11104,Queens,11104,7187849090
40386278,VENICE PIZZA,Pizza,40.83676247,-73.85718579,3.00,A,1539 UNIONPORT ROAD Bronx 10462,Bronx,10462,7188285664
40386303,PIZZA PLUS,Pizza,40.6659584,-73.98234101,3.00,A,359 SEVENTH AVENUE Brooklyn 11215,Brooklyn,11215,7187685327
40386425,TASTY'S,American,40.70047677,-73.90134098,2.20,B+,5802 MYRTLE AVENUE Queens 11385,Queens,11385,7184560954
40386528,ERIN'S ISLE,Italian,40.78687046,-73.80778381,3.00,A,15403 CROSS ISLAND PARKWAY Queens 11357,Queens,11357,7187468456
40386556,WESTSIDE RESTAURANT,American,40.77641053,-73.98212385,3.00,A,2020 BROADWAY Manhattan 10023,Manhattan,10023,2127244000
40386612,WHITE CASTLE,Hamburgers,40.76013566,-73.77003121,3.00,A,21317 NORTHERN BOULEVARD Queens 11361,Queens,11361,7182247333
40386619,PERIYALI,Greek,40.74020555,-73.99220533,3.00,A,35 WEST   20 STREET Manhattan 10011,Manhattan,10011,2124637890
40386646,CLUB METROPOLITAN,American,40.76514556,-73.97919918,3.00,A,146 WEST   57 STREET Manhattan 10019,Manhattan,10019,2122627066
40386672,FRANK'S SOUP BOWL,Caribbean,40.8773023,-73.85949225,2.00,B+,3580 BRONXWOOD AVENUE Bronx 10469,Bronx,10469,7185199277
40386675,COPPER KETTLE,American,40.74608854,-73.91400199,3.00,A,5024 SKILLMAN AVENUE Queens 11377,Queens,11377,7183357596
40386747,ARNO RISTORANTE,Italian,40.7530726,-73.98772823,3.00,A,141 WEST   38 STREET Manhattan 10018,Manhattan,10018,2129447420
40386837,WHITE CASTLE,Hamburgers,40.67900429,-73.88099919,3.00,A,3101 ATLANTIC AVENUE Brooklyn 11208,Brooklyn,11208,7188276057
40386976,LUPE'S EAST L.A. KITCHEN,Mexican,40.72367948,-74.00471893,2.67,A,110 AVENUE OF THE AMERICAS Manhattan 10013,Manhattan,10013,2129661326
40387027,LA CASA DEL POLLO RESTAURANT,Chicken,40.74814312,-73.8791212,3.00,A,8707 ROOSEVELT AVENUE Queens 11372,Queens,11372,7183971910
40387143,WHITE CASTLE,Hamburgers,40.82481418,-73.87073233,3.00,A,1677 BRUCKNER BOULEVARD Bronx 10472,Bronx,10472,7188934494
40387178,WHITE CASTLE,Hamburgers,40.85918136,-73.88661883,3.00,A,550 EAST FORDHAM ROAD Bronx 10458,Bronx,10458,7185845310
40387243,JIMMY MAX RESTAURANT,American,40.61613757,-74.13870243,2.00,B+,280 WATCHOGUE ROAD Staten Island 10314,Staten Island,10314,7189836715
40387418,TAL BAGELS DELI,Bagels/Pretzels,0,0,3.00,A,975979 FIRST AVENUE Manhattan ,Manhattan,,2127539080
40387754,TRATTORIA DELLA ARTE,Italian,40.76541471,-73.98011965,3.00,A,900 7 AVENUE Manhattan 10106,Manhattan,10106,2122459800
40387825,GREEN PAVILION RESTAURANT & SPORTS LOUNGE,American,40.63115897,-73.97625805,2.67,A,4307 18 AVENUE Brooklyn 11218,Brooklyn,11218,7184354722
40387861,WESTWAY DINER,American,40.75947923,-73.99184932,3.00,A,614 9 AVENUE Manhattan 10036,Manhattan,10036,2125827661
40388091,MASAWA,Ethiopian,40.80989871,-73.95878571,3.00,A,1239 AMSTERDAM AVENUE Manhattan 10027,Manhattan,10027,2126630505
40388194,SOB'S,Latin American,40.72834007,-74.00534345,3.00,A,200 VARICK STREET Manhattan 10014,Manhattan,10014,2122434940
40388218,WALKER'S RESTAURANT,American,40.71979003,-74.00707437,3.00,A,16 NORTH MOORE STREET Manhattan 10013,Manhattan,10013,2129410142
40388253,THE PIZZA PLACE,Pizza,40.84046578,-73.85550809,3.00,A,1665 METROPOLITAN AVENUE Bronx 10462,Bronx,10462,7188222907
40388260,AMNON KOSHER PIZZA,Jewish/Kosher,40.63544025,-73.99169519,3.00,A,4814 13 AVENUE Brooklyn 11219,Brooklyn,11219,7188511759
40388269,WHITE CASTLE,Hamburgers,40.88001579,-73.84178125,3.00,A,3663 BOSTON ROAD Bronx 10466,Bronx,10466,7182311347
40388321,COWGIRL,Tex-Mex,40.73384053,-74.00628565,3.00,A,519 HUDSON STREET Manhattan 10014,Manhattan,10014,2126331133
40388419,FAMOUS FAMIGLIA PIZZERIA,Pizza,40.80477671,-73.96625883,1.57,B-,2859 BROADWAY Manhattan 10025,Manhattan,10025,2128651234
40388639,GLENDALE PIZZA,Pizza,40.70171998,-73.88359127,3.00,A,6827 MYRTLE AVENUE Queens 11385,Queens,11385,7183668313
40388640,THE CORNELL CENTER OF NEW YORK,American,40.75459752,-73.97953816,3.00,A,6 EAST   44 STREET Manhattan 10017,Manhattan,10017,2129860300
40388672,NECTAR RESTAURANT,American,40.77812894,-73.960813,3.00,A,1090 MADISON AVENUE Manhattan 10028,Manhattan,10028,2127720916
40388784,2A / BERLIN / OLD FLINGS,American,40.72290194,-73.98583616,3.00,A,25 AVENUE A Manhattan 10009,Manhattan,10009,2125052466
40388787,SETTE MEZZO,Italian,40.76932723,-73.96298794,3.00,A,969 LEXINGTON AVENUE Manhattan 10021,Manhattan,10021,2124720400
40388818,YAMA JAPANESE RESTAURANT,Seafood,40.73600018,-73.98772056,3.00,A,122 EAST   17 STREET Manhattan 10003,Manhattan,10003,2124750969
40388901,EL CASTILLO DE JAGUA RESTAURANT,Latin American,40.71989664,-73.98781012,3.00,A,113 RIVINGTON STREET Manhattan 10002,Manhattan,10002,2129826412
40388935,SAKEBAR DECIBEL,Japanese,40.72955551,-73.9881439,3.00,A,240 EAST    9 STREET Manhattan 10003,Manhattan,10003,2129792733
40389114,SACCO PIZZA,Pizza,40.76606072,-73.98707963,3.00,A,819 9 AVENUE Manhattan 10019,Manhattan,10019,2125827765
40389356,TOM'S RESTAURANT,American,40.80549019,-73.96572025,2.25,B+,2880 BROADWAY Manhattan 10025,Manhattan,10025,2128646137
40389455,TOWNHOUSE OF NY,American,40.76050379,-73.96607559,3.00,A,236 EAST   58 STREET Manhattan 10022,Manhattan,10022,2127544649
40389681,VILLA MONTE RESTAURANT & PIZZERIA,Pizza,40.51584224,-74.23350214,3.00,A,7001 AMBOY ROAD Staten Island 10307,Staten Island,10307,7189849886
40389701,ROSA'S PIZZA,Pizza,40.72743895,-73.89548128,1.00,C,55-26 69 STREET Queens 11378,Queens,11378,7184465910
40389807,CHAMP GOURMET,American,40.70617289,-74.01124959,3.00,A,30 BROAD STREET Manhattan 10004,Manhattan,10004,2123634000
40389819,AUSTIN HOUSE,American,40.7192153,-73.84236287,3.00,A,7204 AUSTIN STREET Queens 11375,Queens,11375,7185442276
40389881,WHARF BAR AND GRILL,American,40.58163547,-73.83823199,2.50,A,416 BEACH  116 STREET Queens 11694,Queens,11694,7184748807
40390163,5 BURRO CAFE,Mexican,40.71924001,-73.84237002,3.00,A,7205 AUSTIN STREET Queens 11375,Queens,11375,7185442984
40390241,PAPAZZIO RESTAURANT,Italian,40.76486541,-73.77166458,3.00,A,3938 BELL BOULEVARD Queens 11361,Queens,11361,7182291962
40390266,VILLA BARONE MANOR,American,40.82883153,-73.81917828,2.00,B+,737 THROGS NECK EXPRESSWAY Bronx 10465,Bronx,10465,7188923500
40390409,THE FAMOUS JIMBO'S HAMBURGER PALACE,Hamburgers,40.81370465,-73.95601244,3.00,A,1345 AMSTERDAM AVENUE Manhattan 10027,Manhattan,10027,2128658777
40390536,TASTE OF INDIA II RESTAURANT,Indian,0,0,3.00,A,287 NEWDORP LN Staten Island ,Staten Island,,7189874700
40390696,HAN BAT RESTAURANT,Korean,40.74986925,-73.98589898,3.00,A,53 WEST   35 STREET Manhattan 10001,Manhattan,10001,2126295588
40390729,DENNIS' PLACE,American,40.66974269,-73.91036261,3.00,A,1701 PITKIN AVENUE Brooklyn 11212,Brooklyn,11212,7184988406
40390758,WHITE CASTLE,Hamburgers,40.70538684,-73.73976888,3.00,A,11211 SPRINGFIELD BOULEVARD Queens 11429,Queens,11429,7184648334
40390850,CAFE LUNA,Italian,40.59658633,-74.08557426,3.00,A,1300 HYLAN BOULEVARD Staten Island 10305,Staten Island,10305,7183513235
40390973,MIRACALI BAKERY II,Bakery Products/Desserts,40.74703912,-73.88940892,2.50,A,7604 ROOSEVELT AVENUE Queens 11372,Queens,11372,7187797175
40391032,KABAB CAFE,Egyptian,40.7675785,-73.912003,3.00,A,2512 STEINWAY STREET Queens 11103,Queens,11103,7187289858
40391060,LUKE'S BAR & GRILL,American,40.77450181,-73.95714325,3.00,A,1394 THIRD AVENUE Manhattan 10075,Manhattan,10075,2122497070
40391086,A & S PIZZERIA,Pizza,40.64382156,-74.07756703,3.00,A,87 STUYVESANT PLACE Staten Island 10301,Staten Island,10301,7184484142
40391092,BELAIRE CAFE,American,40.76595606,-73.95374089,3.00,A,525 EAST   71 STREET Manhattan 10021,Manhattan,10021,2126061980
40391121,LAZZARA'S PIZZA CAFE & RESTAURANT,Pizza,40.75386602,-73.98961219,1.86,B-,221 WEST   38 STREET Manhattan 10018,Manhattan,10018,2129447792
40391143,LITTLE PIE COMPANY,Bakery Products/Desserts,40.75952049,-73.99317046,3.00,A,424 WEST   43 STREET Manhattan 10036,Manhattan,10036,2127364780
40391154,MALACHY'S,Irish,40.77748869,-73.97896784,3.00,A,103 WEST   72 STREET Manhattan 10023,Manhattan,10023,2128744268
40391205,GROTTA AZZURRA PIZZERIA,Pizza,40.60375742,-73.99553446,3.00,A,8505 21 AVENUE Brooklyn 11214,Brooklyn,11214,7182653659
40391259,SYBIL'S BAKERY,Caribbean,40.69068738,-73.81391824,3.00,A,132-17 LIBERTY AVENUE Queens 11419,Queens,11419,7188359235
40391272,LINA RESTAURANT,Latin American,40.86445939,-73.91897499,3.00,A,500 WEST  207 STREET Manhattan 10034,Manhattan,10034,2125675031
40391350,VACCARO'S PIZZERIA & TRATTORIA,Pizza,40.72788992,-73.71055696,3.00,A,8802 LITTLE NECK PARKWAY Queens 11001,Queens,11001,7183474143
40391383,AIR FRANCE LOUNGE,French,0,0,3.00,A,0 INTAIRP ARVL BLDG Queens ,Queens,,7187512453
40391498,PEKING BBQ,Chinese,40.74559668,-73.90628672,3.00,A,5811 WOODSIDE AVENUE Queens 11377,Queens,11377,7186721414
40391531,TEA AND SYMPATHY,English,40.73834759,-74.0021543,3.00,A,108 GREENWICH AVENUE Manhattan 10011,Manhattan,10011,2129899735
40391639,MCDONALD'S,Hamburgers,40.80613556,-73.92579752,3.00,A,85 BRUCKNER BOULEVARD Bronx 10454,Bronx,10454,7187421804
40391699,H & H MIDTOWN BAGELS EAST,Bagels/Pretzels,40.77436074,-73.95431632,3.00,A,1551 2 AVENUE Manhattan 10028,Manhattan,10028,2127347441
40391808,IHOP,Pancakes/Waffles,40.63559039,-73.74011778,3.00,A,254-02 ROCKAWAY BOULEVARD Queens 11422,Queens,11422,7189786689
40391824,HILLSIDE SWIMMING CLUB,American,40.60219557,-74.1682749,3.00,A,151 SIGNS ROAD Staten Island 10314,Staten Island,10314,7187615910
40391913,THE NIPPON CLUB,Japanese,40.76495883,-73.97870828,3.00,A,145 WEST   57 STREET Manhattan 10019,Manhattan,10019,2125812223
40391979,SUTTON CAFE RESTAURANT,American,40.75777465,-73.96329399,2.00,B+,1026 FIRST AVENUE Manhattan 10022,Manhattan,10022,2124219184
40392063,WALTER'S BAR,American,40.74928814,-73.99558602,3.00,A,389 8 AVENUE Manhattan 10001,Manhattan,10001,2125024023
40392140,SALVATORE AND LLOYD'S PIZZA,Pizza,40.54404627,-74.16507319,3.00,A,3850 RICHMOND AVENUE Staten Island 10312,Staten Island,10312,7183565350
40392256,MCDONALD'S,American,40.7591202,-73.82993379,3.00,A,4018 MAIN STREET Queens 11354,Queens,11354,7189391881
40392313,CAFE BELLA VITA,Italian,40.58280156,-74.09647925,3.00,A,1919 HYLAN BOULEVARD Staten Island 10305,Staten Island,10305,7186675656
40392384,B.Q.E. CAFE BILLIARDS,American,40.75256229,-73.89603725,3.00,A,7002 34 AVENUE Queens 11372,Queens,11372,7187794348
40392388,TAL BAGEL,Bagels/Pretzels,40.77749656,-73.95084069,3.00,A,333 EAST   86 STREET Manhattan 10028,Manhattan,10028,2124276811
40392410,DUNKIN',Donuts,40.70730445,-73.80253891,3.00,A,8777 PARSONS BOULEVARD Queens 11432,Queens,11432,7185264820
40392496,TARTINE,French,40.73621488,-74.00329449,2.33,B+,253 WEST   11 STREET Manhattan 10014,Manhattan,10014,2122292611
40392668,LUCYS,American,40.72693086,-73.98290567,3.00,A,135 AVENUE A Manhattan 10009,Manhattan,10009,2126733824
40392766,BERGEN BEACH CAFE,American,40.6200787,-73.90704357,3.00,A,7112 AVENUE U Brooklyn 11234,Brooklyn,11234,9174449473
40392834,EL CANTINERO,Mexican,40.73356876,-73.99310457,1.80,B-,86 UNIVERSITY PLACE Manhattan 10003,Manhattan,10003,2122559378
40393044,SCALINATELLA RESTAURANT,Italian,40.76266369,-73.96532724,1.00,C,201 EAST   61 STREET Manhattan 10065,Manhattan,10065,2122078280
40393093,RINCON SALVADORENO RESTAURANT,Latin American,40.70169634,-73.80544083,2.50,A,9215 149 STREET Queens 11435,Queens,11435,5167325528
40393243,BUDDY'S BURRITO & TACO BAR,Tex-Mex,40.68514836,-73.99456268,3.00,A,260 COURT STREET Brooklyn 11231,Brooklyn,11231,7184888695
40393378,E.J'S LUNCHEONETTE,American,40.77056686,-73.95999432,3.00,A,1271 THIRD AVENUE Manhattan 10021,Manhattan,10021,2124720600
40393395,COURT SQUARE DINER,American,40.74614903,-73.94556234,3.00,A,4530 23 STREET Queens 11101,Queens,11101,7183921222
